Data Medicao;EVAPORACAO DO PICHE(mm);INSOLACAO TOTAL(h);PRECIPITACAO TOTAL(mm);TEMPERATURA MAXIMA(°C);TEMPERATURA MEDIA COMPENSADA(°C);TEMPERATURA MINIMA(°C);UMIDADE RELATIVA DO AR MEDIA (%);UMIDADE RELATIVA DO AR MINIMA (%);VENTO VELOCIDADE MEDIA (m/s)
05/12/2012;3,6;9,4;1,2;34;26,3;21,5;70,75;46;0,666667
06/12/2012;5,4;11,7;0;35;27,08;21,4;67,5;42;0
07/12/2012;6,4;8,1;0;35;26,68;21,6;72,25;47;0,7
08/12/2012;5,3;7;5,1;35,2;27,16;21,2;73;59;0,666667
09/12/2012;5;0,2;0;29,2;24,52;22,8;86;73;2,8
10/12/2012;3;6,2;1,2;33;26,28;22;73,25;57;1,066667
11/12/2012;5;9,6;0;35,4;28,28;22;59;41;1,366667
12/12/2012;7,5;4,1;0;33,4;25,2;21,4;78,25;52;0,666667
13/12/2012;4;6,4;11,6;32,4;24,86;20,5;82,25;64;1,366667
14/12/2012;4;2,2;3,4;29;24,42;21,5;91;81;0
15/12/2012;1,4;0;21,5;26,4;24,1;22,5;90,5;84;0
16/12/2012;1,1;3,3;2,1;31;23,84;21;85,25;63;0,533333
17/12/2012;2,1;0,7;5;29,6;24,2;21;82,5;65;0,833333
18/12/2012;3,2;8,3;2,3;33;26,1;21,5;71,25;45;0,766667
19/12/2012;5,3;1,4;0,1;29,6;24,92;21,4;77,75;60;1
20/12/2012;3,4;9,8;0,5;34,3;25,06;21,6;82,5;56;5,933333
21/12/2012;5,5;4,5;21,6;33,1;25,06;22;81,75;58;0,433333
22/12/2012;4;0,1;1,2;31;25,64;23;90,5;77;1,2
23/12/2012;2,3;7,7;16,4;32,4;24,28;21;79,5;49;1,133333
24/12/2012;4,7;12;6;33,8;25,96;20,8;70,25;48;1,966667
25/12/2012;5,5;12,3;0;35,8;27,76;20,6;60,5;42;0,533333
26/12/2012;7;11,1;0;36;28,52;21,6;61;52;1,433333
27/12/2012;7,8;6,1;0,7;34,8;24,44;20;79;47;0,433333
28/12/2012;4,7;4,1;57,6;31,6;24,04;19,6;84;76;1,833333
29/12/2012;3,2;6,3;0;32,8;24,16;18,6;77,25;54;0,433333
30/12/2012;4,3;3,2;0;31;24,12;21,6;84,25;58;0,966667
31/12/2012;4,8;6,8;1,8;33,8;24,64;21,4;83,75;56;0,5
01/01/2013;3,2;8;54,8;34;26,32;20,6;null;89;0,65
02/01/2013;4,8;0;0,5;27;23,64;22;null;85;2
03/01/2013;1,7;1,1;85,6;26,8;22,58;20,5;null;97;2,3
04/01/2013;1,8;1,5;5,8;28,2;23,24;21;null;92;1
05/01/2013;2,6;6,8;0,3;32;25,68;21,4;null;78;0
06/01/2013;4,6;4,8;0;32;23,68;20,8;null;84;1,8
07/01/2013;3,3;4,6;4,4;31,4;23,52;20;null;76;1,75
08/01/2013;3,7;7,5;27,8;33,6;24,16;20;null;87;0,75
09/01/2013;3,9;4,1;17;30,8;24,44;20,8;null;82;0,8
10/01/2013;1,6;0;41,8;24,2;21,2;19,8;null;97;1
11/01/2013;0,8;0;72,6;22;19,08;17,6;null;79;3,5
12/01/2013;1,5;3,2;16,2;28,4;22,32;17,4;null;93;1,15
13/01/2013;2,4;0,7;23;26,2;21,68;18,8;null;88;0
14/01/2013;1,4;2,9;29,8;28;22,2;19,6;null;85;1,65
15/01/2013;1,7;1,1;16,6;26,8;21,76;19,2;null;93;0
16/01/2013;1,6;2,3;24,2;29;22,88;20;null;92;2,65
17/01/2013;2,2;2,3;10,2;28,8;23,56;20;null;85;2,3
18/01/2013;2,8;7,9;3,6;30,4;23,72;19,4;null;79;0
19/01/2013;3,3;6,5;45;30,6;23,04;19,2;null;82;0
20/01/2013;3,7;4,9;16,8;28,2;22,76;20;null;84;0
21/01/2013;2,7;4,2;0,8;27;21,5;17,5;null;70;2,45
22/01/2013;2,9;8,4;0;27,8;22,58;18,5;null;70;1,95
23/01/2013;4,5;4,9;0,2;28;23,08;19;null;81;2,45
24/01/2013;3,8;7,5;0;31,6;23,96;19,8;null;81;0,65
25/01/2013;3,7;5,4;0,1;32,4;26,56;21,2;null;78;0
26/01/2013;3,3;2,4;13,7;31,4;24,76;22;null;81;0,8
27/01/2013;2,6;0,1;18,6;25,2;20,96;19,2;null;89;1,95
28/01/2013;2,4;0;0,2;24;20,96;19;null;85;1
29/01/2013;1,9;0,3;3;25,6;21,56;19,6;null;94;1,95
30/01/2013;1,2;0,2;8,4;24,8;21,72;19;null;86;0,65
31/01/2013;1,8;2;0,1;29;24,24;20,8;null;83;2,1
01/02/2013;2,6;3,7;0;31,4;24,64;22;81,25;61;1,466667
02/02/2013;2,5;5,8;10,2;31,4;24,78;20,5;76;54;0,666667
03/02/2013;3,8;5,6;1,4;31,2;24,28;20,2;80,5;56;0,533333
04/02/2013;3,5;0;2,5;27;22,24;20,6;88,75;69;0,533333
05/02/2013;1,5;0;18,3;24,2;21,24;20;93,75;86;1
06/02/2013;1,4;0,7;9,6;25,6;21,16;18,2;91;79;0,533333
07/02/2013;1,3;0;27,6;24,8;21,46;19,5;92,25;92;0,666667
08/02/2013;1;6,5;5,4;31;23,56;19,6;84,25;59;2,033333
09/02/2013;2,6;4;59,2;31;23,2;20,2;87;60;1,733333
10/02/2013;2,9;2,3;26,2;29;22,88;19,8;94;93;2,933333
11/02/2013;2;5,2;19,6;32;24,9;19,5;82;61;0,433333
12/02/2013;2,8;6,6;0,2;33,4;25,4;20,8;73,75;58;1,066667
13/02/2013;3,7;6,7;0,3;34;24,92;20,6;76;46;0,533333
14/02/2013;4,3;6,4;6,2;33,6;25,72;20,6;77,25;46;1
15/02/2013;3,7;7,9;0;33;26,44;21,2;67,25;63;1,666667
16/02/2013;5,3;6,3;0;33,4;26,4;22;71,75;64;2,633333
17/02/2013;4,2;4;1,8;31,6;25,24;21;74,75;67;1,7
18/02/2013;3,6;5,9;0;33;26;21;75,25;54;0,833333
19/02/2013;3,9;9,6;0;33,6;25,8;22;70;48;2,666667
20/02/2013;5,5;10;12,8;33;24,44;19;67,75;46;0,933333
21/02/2013;5,8;11,6;0;33,6;26,16;18,6;64,25;50;0
22/02/2013;5;9;0;34,4;25,44;19,2;68;38;0,666667
23/02/2013;5,8;6,4;0;31,4;23,64;20,2;76,25;48;2,066667
24/02/2013;3,8;7,8;0;32,4;25,12;19,8;75;48;1,266667
25/02/2013;5,2;9,7;0;34;26,04;20;70,25;48;1,033333
26/02/2013;4,4;8,2;0;33,6;25,76;20,8;81,25;77;0
27/02/2013;4,2;4,2;36,8;30,2;24,04;20,8;86,25;64;0,666667
28/02/2013;3,8;0,8;6;27;22,64;21,4;91;78;1,966667
01/03/2013;1,8;0;20,4;21,4;20,28;19,2;97,25;95;0,6
02/03/2013;0,8;0,2;18,4;23,6;21,72;19,6;94,75;91;0
03/03/2013;1,1;7,2;24,4;32,4;24,38;20,5;78,75;53;0,766667
04/03/2013;3,5;9,2;5,8;33,4;23,68;20;83;55;1,866667
05/03/2013;4;8,8;57,4;33,8;25,16;19,6;76,75;51;0
06/03/2013;3,5;8,1;2;33;25,12;20,8;82,25;61;0,533333
07/03/2013;3,7;5,6;4,3;31,4;24,64;20,6;80,75;60;1,2
08/03/2013;3,3;6,2;0;31;26,08;21,8;77,75;61;1,666667
09/03/2013;3,9;3,8;0,1;32,6;25;22;83,25;63;0,433333
10/03/2013;2,6;7,2;2,1;33,4;26,08;21,8;75,75;46;0,866667
11/03/2013;4,5;2,3;0,6;31,8;24,88;21,8;83,5;58;0,533333
12/03/2013;3;7,6;3,7;32,6;25,84;22;76,25;51;1,033333
13/03/2013;3,5;3,9;30,2;33,2;24,8;21;91;85;5,666667
14/03/2013;2;3,5;2,2;29,8;23,6;21,6;85;72;2,5
15/03/2013;4;4,1;0;28,6;24,16;21;74,25;61;2,533333
16/03/2013;4,7;7,4;0,3;31,4;23,68;21;84,75;61;3,5
17/03/2013;2,8;3,2;43,4;28,8;23,4;20,6;85;66;4,7
18/03/2013;3,4;0;10;24;20,6;19;90,5;88;3,133333
19/03/2013;1,6;0;5,2;21,8;19,36;18;90,5;84;2,2
20/03/2013;1,5;0,3;4;25,4;21,04;16,8;81,5;67;2,466667
21/03/2013;3,8;0;0,9;23;21,04;20;94,75;87;0
22/03/2013;0,4;7;1,7;31,6;23,4;19,8;83,5;53;0,666667
23/03/2013;2,8;7,4;0,6;31;24,04;20;78;55;0,666667
24/03/2013;3,8;5,4;1,3;28,8;24,12;21,4;80;62;1,066667
25/03/2013;4;3,6;1,2;30;23,72;20,6;83,5;63;0,533333
26/03/2013;2,6;0,2;5,4;27;22,24;20,6;91;77;0
27/03/2013;1,6;0;10,8;23;21,24;19,8;90,5;81;1,2
28/03/2013;1,5;8,5;11,1;30;22,68;18,6;69,5;47;1,066667
29/03/2013;4,1;10;0;27;21;16;76;60;1,766667
30/03/2013;4,7;1,9;0,4;26;21,16;19;87,25;75;0,833333
31/03/2013;2,3;5,7;0,7;28,8;23,12;19,6;82,75;66;0
01/04/2013;2,7;4,2;2,8;29,6;24,12;21;82;62;0,533333
02/04/2013;3;1,2;0;29;22,44;20;86,25;69;0,6
03/04/2013;2,2;0;6;23,2;21,2;18;93,5;93;1,2
04/04/2013;0,8;2,7;7,4;28,6;23,6;20,6;87,5;69;0,533333
05/04/2013;2;0;0,5;24;22,2;21,4;95,25;95;0
06/04/2013;0,3;7,3;12,4;30,8;23,8;20;82,75;60;1,333333
07/04/2013;3,1;6,3;0;30,6;24;20;82,5;59;0,433333
08/04/2013;2,4;1,2;19,8;27;22;20;93,25;95;1,266667
09/04/2013;2,2;2,8;14,6;25,6;21,36;18,8;86,25;73;2,1
10/04/2013;2,7;0;0,4;23,6;20,64;19;90;80;1,733333
11/04/2013;1,3;2;4,2;27;21,88;19;86,25;63;2,3
12/04/2013;2,8;7,7;0,8;30,8;24,4;19,8;78,5;57;0
13/04/2013;2,7;0,7;0;27;23,9;21,5;85;83;4,2
14/04/2013;2,5;0;0;24,2;20,4;18,6;89,5;81;1,433333
15/04/2013;2;4,6;0,6;25,4;20,64;17,8;78,75;66;0,533333
16/04/2013;2,8;9,2;0;28;20,72;17,6;72;43;1,8
17/04/2013;4,6;8,4;0;26;20,12;16;67,75;48;1,866667
18/04/2013;4,3;9,8;0;26;19,7;14,5;76,25;51;1,066667
19/04/2013;4,4;7,3;0;27,2;20,96;18;73;53;0,666667
20/04/2013;4,4;9,2;0;27;20,96;18;69,75;44;1,2
21/04/2013;5;8,7;0;26,4;19,58;15,1;73,25;53;1,3
22/04/2013;4,2;5;0;25;19,18;14,5;73,5;55;1,3
23/04/2013;3,3;7,4;0;25,8;18,7;12,5;77,25;54;1,366667
24/04/2013;4,3;5,1;0;25,2;19,82;15,5;76,25;54;0,666667
25/04/2013;4;2,6;0;25;20;15,8;72;51;0,433333
26/04/2013;3,5;7,2;0;26,2;19,92;16,8;77;50;0
27/04/2013;3,4;8;0;28;20,02;13,5;73,25;48;0,766667
28/04/2013;4,4;8;0;26,6;20,9;15,5;71;50;0,433333
29/04/2013;4,4;2,3;0;24;19,72;17;82,25;66;0
30/04/2013;2,1;7,7;0;30,4;21,08;14,6;74,5;46;0
01/05/2013;3,4;7,7;0;30;21,42;15,5;76,75;48;0,966667
02/05/2013;4,3;9,4;0;29,2;22,56;17,8;73,25;49;0
03/05/2013;4;6;0;28;21,12;19,2;78,75;59;0,533333
04/05/2013;3;7,9;0;32,4;21,22;15,1;73;34;0
05/05/2013;4,4;6,9;0;30,4;22,44;16,6;75;46;0,666667
06/05/2013;4,1;0;0,5;22;18,24;17;89,25;86;2,866667
07/05/2013;1,5;8,5;1;26,2;18,36;14;74,5;48;0
08/05/2013;3,3;4,9;0;23,4;16,6;12;76,75;54;0
09/05/2013;3,7;9,7;0;25,4;17,68;11;70;41;0,666667
10/05/2013;4,3;6,9;0;25,4;19,26;15,1;67,5;44;1,5
11/05/2013;4,9;7,6;0;26,2;17,84;14;null;71;0,8
12/05/2013;2,9;9,8;0;27,4;18,08;10,8;null;87;0
13/05/2013;3,2;6,4;0;27,2;18,18;12,5;null;86;0
14/05/2013;1,7;9,8;0;30,8;20,84;13;null;83;0
15/05/2013;3,8;9,5;0;30,8;21,66;15,1;null;83;0
16/05/2013;3,8;3,8;0;30,4;21,68;15,2;null;83;1,3
17/05/2013;4,2;0;2,4;22,2;19,56;18,2;null;82;0,75
18/05/2013;1,9;0;1,5;23,2;19,36;17;null;85;1,15
19/05/2013;2,4;0,1;0;23;19,8;17;null;83;0,8
20/05/2013;2,2;6,2;0;28,2;21,56;18,2;null;85;0
21/05/2013;2,7;6,5;0;28,8;21,34;17,5;null;87;1,15
22/05/2013;4,8;2;0;26,4;20,48;18,6;null;83;1,8
23/05/2013;2,2;3,7;13,7;24;19,72;17;null;91;0,75
24/05/2013;2,6;0;1,6;19;17,2;16,4;null;90;0
25/05/2013;0,4;6,3;6;23,4;18,12;16;null;98;1
26/05/2013;3,7;7,9;0;24,2;18,06;14,5;null;84;1
27/05/2013;6,7;4,2;0;24,8;17,64;12,6;null;83;0,8
28/05/2013;2,2;1,9;4,9;24;17,72;13,8;null;96;0
29/05/2013;1,3;0;12,4;22,4;18,44;14,6;null;96;0,8
30/05/2013;1;0,3;0;25;20,12;17;null;92;2,05
31/05/2013;2,5;0,7;0;23;19,18;17,5;null;89;1,65
01/06/2013;2,5;5,8;0;26,6;19,38;12,5;82,5;59;0
02/06/2013;2,1;3,4;0;27;19,66;16,5;86,5;61;0
03/06/2013;2,2;0;1,3;19,4;18,34;17,5;93;91;0
04/06/2013;0,8;3,9;0,5;22,8;18,32;16;85;69;0,666667
05/06/2013;2,4;5,5;0;24,8;18,18;14,5;80,25;55;0
06/06/2013;2;6,6;0;27;17,76;12;79;45;0
07/06/2013;2,2;7,8;0;27,8;19,32;13;79;45;0,866667
08/06/2013;3;4,6;0;26,8;20,48;16;83;58;0,533333
09/06/2013;3,3;4,7;0,2;25,2;20,5;17,5;78,25;56;1,666667
10/06/2013;3;7,9;0;26,4;19,22;15,5;79,25;50;0
11/06/2013;2,6;4,1;0;26,6;19,16;14;80,75;56;0
12/06/2013;2,6;5,7;0;28,4;19,42;15,5;81,25;56;1,666667
13/06/2013;2,5;5,9;11,1;24,8;19,6;15,8;84;67;1,066667
14/06/2013;2,4;6,9;0;26,4;20,8;17;79,5;57;1,066667
15/06/2013;2,8;3,5;0;25,4;19,94;17,5;76,25;57;1,066667
16/06/2013;2,8;3,9;0;26;19,92;16;78,75;62;0,433333
17/06/2013;2,5;2,1;0,4;26;19,96;17;76,5;50;0
18/06/2013;2,3;5;0;25,8;18,98;15,5;82;57;0
19/06/2013;3;6,6;0;25,2;17,92;15,4;79,5;52;0,966667
20/06/2013;2,3;6,7;0;25,8;18,94;12,5;81,25;52;0,533333
21/06/2013;2,5;3,7;0;26,4;19,76;15,6;76,75;51;0,433333
22/06/2013;2,7;0;0;26,2;20,64;17,8;85;75;1
23/06/2013;2,7;0;0;21;17,64;15,4;86,5;74;0,533333
24/06/2013;1,8;0,1;1,6;21,8;18,7;16,5;87;76;1,5
25/06/2013;1,7;0,7;0;23,6;19,72;17;82,5;70;1,4
26/06/2013;1,8;6,5;0;27;19,96;16;79;57;0,533333
27/06/2013;2,5;1;0;24,2;19,72;16,2;88;74;1,3
28/06/2013;1,5;1,3;0,5;25;20,68;18;86;67;0
29/06/2013;2,1;7,3;0;29;20,88;17,8;74,25;44;0,433333
30/06/2013;3,8;2,4;0;25,6;20,32;14,8;87,25;76;0,6
01/07/2013;2,4;0;0;24,4;19,56;17,8;87,25;73;0,533333
02/07/2013;2,3;1,7;6;22;17,52;15,8;89,25;81;2,433333
03/07/2013;2,2;0;0,4;20,8;17,36;14,8;81,75;64;1,1
04/07/2013;2,6;7,5;0;23,8;16,36;12;82,5;52;1,233333
05/07/2013;3,1;10;0;25;16,56;11;77,5;47;0,866667
06/07/2013;2,8;8;0;26;15,36;9;79,5;43;0
07/07/2013;2,5;7,4;0;27,6;16,24;8,8;69,5;33;0
08/07/2013;3,3;9,6;0;27;17,92;9;72,75;40;0,533333
09/07/2013;4,9;0;7,8;20;16,88;15,8;92,75;81;2,2
10/07/2013;1,8;0,2;0;20,2;16,76;14;83,25;66;1
11/07/2013;2,1;6,8;0;22,2;15,52;11,2;77;44;0,966667
12/07/2013;3,7;9,1;0;25;16,16;9;78,5;48;0
13/07/2013;3,1;6,9;0;27;17,84;11,2;78,5;46;0
14/07/2013;3,2;6,1;0;28;19,08;13;81,5;50;0,666667
15/07/2013;3;6,2;1;28,4;19,36;14,8;78;33;2,966667
16/07/2013;5;6,2;2,2;25,4;19,18;16,5;79,25;54;1,033333
17/07/2013;4,3;7;0;26;19,36;16,6;73,5;52;0,533333
18/07/2013;3,3;7;0;29;18,36;12;70,5;39;0
19/07/2013;4,5;5,9;0;28,2;19,12;12,2;77,75;48;0,666667
20/07/2013;3,1;6,3;3,9;29,8;23,84;17,6;55,75;40;2,2
21/07/2013;6,7;3,7;0;29,6;22,76;18,8;76;45;1,2
22/07/2013;3,6;8,4;0;30,8;21,86;16,5;80,25;48;1,233333
23/07/2013;4;0;2,4;21;16,76;15,4;91,25;81;2,366667
24/07/2013;1,5;0;3,2;15,4;11,4;10;98,25;93;1,433333
25/07/2013;0,3;0,1;70,6;15,2;12,84;10,2;79,25;73;6,433333
26/07/2013;3,2;8,8;4,8;21,2;15,74;11,5;68;49;5,366667
27/07/2013;5;8,4;0;22,8;15,4;10,2;75,75;45;1
28/07/2013;3,3;5,4;0;21,4;14,4;9,8;82,5;50;0
29/07/2013;2,2;2,4;0;20,2;14,56;12;84,75;64;0
30/07/2013;1,3;4,7;0,3;22,8;14,86;10,1;83;54;0
31/07/2013;1,8;8,7;0;26,2;16,52;9,8;69;36;0,433333
01/08/2013;3,2;8,1;0;28,4;16,46;9,5;73;29;0
02/08/2013;3,8;10,2;0;29,6;17,68;9,6;66,5;27;0
03/08/2013;4,2;10,1;0;30,2;18,78;10,1;67,25;31;0
04/08/2013;4,3;9,6;0;30,8;18,88;10,2;62,25;25;0,533333
05/08/2013;5;3,5;0;25;17,84;13;83;60;1,866667
06/08/2013;3,6;5,9;0;28,2;19,8;15,6;77,75;48;1
07/08/2013;2,9;6,4;0;26,2;19,5;16,5;76;51;1,3
08/08/2013;3,9;9,8;0;29,6;19,56;11,2;68,5;37;0,766667
09/08/2013;3,7;7,4;0;29,2;19,8;13,2;65,5;33;0
10/08/2013;4,1;10;0;30,4;20,24;12,2;64,25;36;0,533333
11/08/2013;4,3;4,5;0;24,8;17,56;14,6;81,25;65;1
12/08/2013;3,9;2,1;0;23,4;17,62;13,5;79;59;0,533333
13/08/2013;1,9;6,6;0;28,2;20,16;13,2;75,5;50;0
14/08/2013;3,5;2,3;0;25,4;17,48;14,2;74;62;7
15/08/2013;5;2,3;0;20,4;14,8;11,8;62,75;40;3,5
16/08/2013;4,5;8,4;0;22,4;15,64;7,2;66,75;45;1,966667
17/08/2013;5;1,1;0;22,8;18,16;14,6;75;63;1,133333
18/08/2013;3,6;0;0,4;20,2;16,44;14,2;81;59;1,033333
19/08/2013;2,2;4,1;0,7;23,6;18,06;15,1;76,75;52;2,4
20/08/2013;4,4;7,2;0;25;18,32;14,2;68,25;38;2,4
21/08/2013;6;10,6;0;27,2;19,48;13,2;67,5;41;0,533333
22/08/2013;5,8;9,4;0;30;20,36;12,8;61;34;0,5
23/08/2013;4,4;10;0;32;22,42;13,7;57;21;0,533333
24/08/2013;6;7,9;0;31;20,52;14,4;73,5;31;1,766667
25/08/2013;6,3;8,9;0;31,4;21,34;16,5;59,5;27;0,533333
26/08/2013;6,6;9,9;0;30;20,36;13,4;70;36;1,2
27/08/2013;6,2;1,9;0;23,8;17,92;15,8;85;63;2,333333
28/08/2013;5,5;9,5;0;22,4;15,8;12,4;61;38;3,966667
29/08/2013;6,2;10,5;0;25;16,66;9,5;67,75;38;2,633333
30/08/2013;5,9;8,3;0;27,4;19,04;14,2;60,5;35;0,866667
31/08/2013;5,3;9,5;0;29;19,48;11,4;64,5;44;0,6
01/09/2013;5,2;6,3;0;30,2;19,56;12,6;54,25;22;0,933333
02/09/2013;5,6;9,4;0;32;20,92;11;58,5;32;0
03/09/2013;5,9;5,6;0;30,8;20,4;12,8;69,5;42;2,1
04/09/2013;5,9;0;12;19;17,4;16,6;95,75;83;0,433333
05/09/2013;0,6;1,8;10,2;22,4;17,78;15,5;86,5;62;2,066667
06/09/2013;2,3;4,6;7,2;23,8;18,3;15,1;78,75;53;2,5
07/09/2013;4,4;6,5;0;26,2;19,3;15,5;69,75;41;2,266667
08/09/2013;4,7;6,7;0;27,8;20;13,2;64,25;38;0,5
09/09/2013;4,4;9,1;0;30;21,08;13;57,25;31;1,666667
10/09/2013;7;9,3;0;30;21,08;13,2;69,75;37;1,933333
11/09/2013;6,7;10;0;28,4;20,76;15,6;57;35;2,733333
12/09/2013;8;9,9;0;28,6;20,48;12,6;57,5;38;1,633333
13/09/2013;6,4;9,4;0;30,8;21,8;12,4;54;31;0,6
14/09/2013;6,4;8,2;0;30,2;23,2;15,6;52,5;37;0,5
15/09/2013;7;9,5;0;33;23,5;15,1;45,5;23;0,433333
16/09/2013;7,7;8,2;0;34,1;24,84;15,1;47,75;29;0,533333
17/09/2013;7,9;0,2;3,4;25,4;21,08;19;87,25;55;0,866667
18/09/2013;1,9;0;6,9;24;20,16;18,2;88,75;81;1,966667
19/09/2013;2,1;1,6;0,3;27,6;21,68;18,2;82;69;1,966667
20/09/2013;2,9;5,8;0;33;24,12;19,6;73,25;43;2,1
21/09/2013;6,3;9,8;0;36;25,44;17,6;54;28;0,966667
22/09/2013;7,4;2,5;0;33,3;24,54;17,6;71,75;45;0,666667
23/09/2013;6,7;0,1;5,8;25;22,1;20,5;86,25;78;1,533333
24/09/2013;2;0;0,4;23,6;20,84;19,2;92;83;0
25/09/2013;2,6;5,8;7;23,8;18,56;17;53;29;9,066667
26/09/2013;8,7;8,5;0;24;16,52;9,6;59;42;3,666667
27/09/2013;7,6;7,9;0;25,2;17,6;14,6;61,75;33;2,433333
28/09/2013;6,6;8,6;0;27,8;19,74;11,5;59,5;43;2,166667
29/09/2013;6,5;0;11;22,2;19,24;16,6;86,25;65;1,3
30/09/2013;1,4;0;0,6;25,6;21,2;17;76,25;63;1,733333
01/10/2013;2,7;6,1;0,5;31,8;23,22;18,5;67,75;38;2,1
02/10/2013;4,9;0;10,2;22;20,04;18,8;91,75;77;1,266667
03/10/2013;2,2;0,9;16;28;21,86;18,5;84;60;0,433333
04/10/2013;2,3;0;27,8;22,2;20,52;19,4;91,25;84;0,533333
05/10/2013;0,7;0,9;3;23,8;19,84;17,8;70,75;54;2,833333
06/10/2013;5;4,9;0;25;19,16;15,6;64,5;37;2,5
07/10/2013;7,7;0;0;18,4;16,52;15,4;77,75;72;1,733333
08/10/2013;1,9;0;0,3;19,4;16;14,2;89,75;72;2,3
09/10/2013;2,1;2,7;3,4;24,6;18,8;13,2;65,75;46;2,2
10/10/2013;6,1;7,1;0;27;19,98;15,1;63;36;1,2
11/10/2013;6,8;9,4;0;27;19,76;12,8;49,25;28;3,2
12/10/2013;8,6;0,3;0;26,8;20,22;12,5;54;37;2,533333
13/10/2013;8,5;5,3;0;30,8;22,76;16;57;33;1,533333
14/10/2013;6,7;1,2;0;31,8;23;15,2;61;36;0,533333
15/10/2013;6,6;0;0,1;23,4;21,36;18,8;84,5;75;2,1
16/10/2013;1,9;0;6;22,4;20,4;19,6;95;88;0
17/10/2013;0,6;0;11,4;25,8;21,16;19,4;92,5;87;1,3
18/10/2013;1,4;1,7;13,8;26,8;20,16;17;82,75;62;2
19/10/2013;1,2;4,7;22,8;28,6;20,96;16,6;76,5;52;1,633333
20/10/2013;4,3;6,9;0;32,8;24,16;17;65,5;42;1,2
21/10/2013;5,7;7,3;0;36;26,08;18,8;59,5;26;0,666667
22/10/2013;7,8;3,2;0,7;31,2;23,88;20,2;72;51;2
23/10/2013;6,4;4,8;0;33;25,74;19,5;61,5;41;1,466667
24/10/2013;6,1;7,5;0;34,4;26,6;19;52,75;33;0
25/10/2013;8,8;3;0;30;23,24;19,8;75,75;54;2,933333
26/10/2013;5,5;3,1;0,5;31;24,36;19,8;71,5;44;1,766667
27/10/2013;5,7;2,8;0;34,6;23,44;18,4;69,75;35;2,766667
28/10/2013;5,6;0;9,4;25,2;21,08;19;59;53;3,466667
29/10/2013;6,7;0;0;21,2;18,16;16;69,5;61;2,4
30/10/2013;4,9;0;0;22,4;18,12;16;87,25;69;0
31/10/2013;2,1;0;0,3;22,2;18,48;16,6;87,5;74;1,866667
01/11/2013;1,7;0,1;3,3;23;18,88;16;85;70;1,7
02/11/2013;3;4,4;0,3;29;22,12;16,6;57,5;41;3,3
03/11/2013;7,7;6,9;0;31,2;24,04;17,6;54;35;1,166667
04/11/2013;6,9;1,2;0;31,2;22,2;16,4;72,25;38;1,3
05/11/2013;5,4;0;12,8;22,4;19,66;18,3;89;79;2,933333
06/11/2013;1,6;0;7,5;19,2;17,64;16,4;95;93;2
07/11/2013;0,6;0;34,7;20,4;18,68;17;94,25;90;0
08/11/2013;0,9;1,4;16,3;26,8;21,28;17,4;74,25;53;1,733333
09/11/2013;4,2;5,5;0;29,8;22,56;18;73,25;52;0,766667
10/11/2013;4,8;5,1;0;32;24,4;19;71,5;43;1,3
11/11/2013;5,1;4,4;0;35;27,28;21,6;59,5;38;0
12/11/2013;4,9;0,6;0;36,6;28,58;21,5;54;33;3,4
13/11/2013;11;1,1;0;28,6;22,28;20,2;58;44;1,566667
14/11/2013;7,1;8,3;0;28;20,6;14,6;59,75;37;3,6
15/11/2013;7,9;5,2;0;31,6;24,28;17,6;57;39;2,3
16/11/2013;8,1;3,6;0;33,2;23,74;18,5;70,5;44;1
17/11/2013;4,7;0;5,6;23,2;19,4;17,6;92;86;0,666667
18/11/2013;1,7;4,4;44,8;27,2;21,2;16,2;72,25;55;2,033333
19/11/2013;3,1;2;0;33;22,76;17,8;76,5;45;0,766667
20/11/2013;1,9;8,8;43;34;25,3;17,5;61,75;36;0,533333
21/11/2013;6;8,2;0;34,7;26,14;18,6;58,75;44;3,5
22/11/2013;7,3;0;2,2;27,6;22,4;20,2;86,5;65;1
23/11/2013;1,9;0;18,8;23,4;20,72;19,6;92,5;86;0,766667
24/11/2013;1,5;0;16,5;22,2;20,28;18;94;91;0,533333
25/11/2013;0,9;0;11,6;23;20,44;19,2;96,75;95;0,666667
26/11/2013;0,5;0;75,4;23;20,16;18,4;95;87;1,3
27/11/2013;0,9;0,6;9,3;27,4;22,4;19;92;87;1,666667
28/11/2013;2,1;5,7;19;31,8;24,88;19,6;71,25;47;1,1
29/11/2013;4,9;3,8;0;34;26,08;20;67,25;45;3,133333
30/11/2013;6,9;0,1;5;27,4;23;21;93,25;81;1,8
01/12/2013;2,8;0,2;13,4;29;23,32;21;85,75;69;0,666667
02/12/2013;1,6;1;35,9;28,2;24,2;20,8;85,5;84;1,066667
03/12/2013;2,1;5,3;4;34,4;26;21;69,25;36;2,333333
04/12/2013;7,1;5,6;0;34;25,44;20,2;67,25;45;0,866667
05/12/2013;5,2;3,4;0;35,8;25,8;19,6;73;39;1,2
06/12/2013;5,7;0,5;28,8;30,4;23,16;19,2;70;43;1,533333
07/12/2013;4,6;1;0;29;24,24;20,2;74,5;61;1,833333
08/12/2013;4,4;1,8;0,5;31,4;25,8;22;70,75;54;1,833333
09/12/2013;4,4;4,9;0;35;27,84;21,6;61,5;38;0,766667
10/12/2013;6,1;0,5;0;34;25,52;21,6;74,5;43;0,533333
11/12/2013;3,5;0;5;24;21,8;21;95,25;93;2,166667
